Age,Ht,TailLn,HairLn,BangLn,Reach,EarLobes,Class
36.9,129.5,15.5,10.5,4.2,136.3,1,
36.9,134.1,5.7,9.1,7.1,133.4,0,
36.9,160.9,18.1,8.3,4.8,166.3,0,
37.0,140.2,25.2,5.6,2.7,145.4,1,
37.0,146.7,20.7,7.5,6.1,153.9,0,
37.3,138.4,11.7,7.6,6.3,137.6,1,
37.3,164.3,30.2,7.1,5.0,168.6,0,
37.4,133.7,16.3,7.3,7.0,139.0,0,
37.4,137.7,1.8,9.8,7.4,138.4,0,
37.4,144.1,15.7,11.5,5.6,145.5,0,
37.6,143.9,17.3,8.2,3.8,149.0,1,
37.6,155.4,13.0,11.2,5.9,158.9,1,
37.6,162.6,19.0,10.6,3.7,169.7,1,
37.7,138.3,19.3,5.0,5.2,145.9,0,
37.8,149.9,13.2,8.8,4.4,152.7,1,
37.9,146.7,22.5,8.9,3.4,150.6,1,
38.0,148.0,24.1,6.2,5.5,153.0,1,
38.0,151.9,8.9,13.0,6.4,152.3,1,
38.2,155.5,12.9,10.2,7.1,159.1,1,
38.4,139.9,8.2,7.0,5.1,142.9,1,
38.4,150.0,5.3,8.5,4.2,155.2,1,
38.4,152.0,25.2,7.3,5.0,159.6,0,
38.5,137.8,15.4,11.0,6.0,137.5,0,
38.5,151.4,11.5,8.0,7.1,149.3,1,
38.6,139.4,12.3,9.0,6.7,141.4,1,
38.8,133.0,5.0,8.0,6.9,134.0,1,
38.9,142.5,12.2,7.5,6.5,149.5,0,
38.9,161.3,12.1,10.4,3.8,165.0,0,
39.1,134.6,4.7,8.9,4.2,137.5,0,
39.1,138.6,18.4,8.1,5.7,143.6,1,
39.2,122.3,11.5,7.7,4.0,127.6,0,
39.2,140.0,20.1,8.1,5.6,147.0,1,
39.2,141.6,17.9,9.3,4.4,144.8,1,
39.3,148.6,13.1,11.6,3.0,149.4,0,
39.4,142.1,8.8,6.6,5.3,142.5,1,
39.4,147.1,23.5,7.8,4.7,152.9,1,
39.5,135.8,22.4,5.7,5.8,143.1,1,
39.6,126.7,8.5,9.4,6.0,129.5,0,
39.6,163.1,20.0,9.6,2.6,166.3,0,
39.7,143.6,15.9,10.4,5.1,146.2,1,
39.9,131.7,2.8,9.9,6.5,133.6,0,
40.1,132.0,8.9,14.6,7.9,135.3,1,
40.2,149.6,19.4,6.6,4.1,153.3,1,
40.3,128.4,2.0,11.5,6.1,130.3,0,
40.5,133.6,0.6,8.4,5.1,135.8,0,
40.5,133.8,4.7,9.0,6.3,135.6,0,
40.5,136.2,1.7,7.3,5.3,138.7,0,
40.5,146.6,15.3,7.2,5.3,150.9,1,
40.6,137.4,12.2,5.4,5.9,144.2,1,
40.7,130.5,7.5,12.1,6.0,132.8,0,
40.7,134.7,13.3,8.0,5.0,141.8,1,
40.8,142.7,7.3,7.5,4.9,140.7,1,
40.9,139.9,7.7,10.1,5.6,141.3,1,
40.9,151.8,14.7,9.7,6.5,157.2,1,
40.9,158.4,21.6,5.9,5.5,166.9,1,
41.0,159.4,13.7,10.2,7.8,161.5,1,
41.1,134.8,12.0,7.4,5.7,141.0,0,
41.1,142.8,26.9,8.9,4.2,150.6,0,
41.2,140.1,16.1,7.3,3.2,146.9,1,
41.2,149.4,14.2,6.9,5.2,155.1,0,
41.3,138.6,19.9,6.8,6.6,140.9,0,
41.3,150.9,16.2,11.2,7.3,153.9,1,
41.4,130.7,3.7,12.1,5.2,133.0,0,
41.4,137.7,11.2,7.2,6.5,140.3,0,
41.4,148.6,14.1,8.3,5.1,153.9,0,
41.4,152.8,11.8,15.7,4.7,153.7,1,
41.4,158.5,11.1,6.9,6.3,167.8,0,
41.5,147.1,25.0,9.0,4.9,155.5,1,
41.5,156.1,5.3,8.1,5.6,159.4,1,
41.6,147.9,20.3,8.1,5.8,152.7,1,
41.7,134.8,5.1,11.3,5.7,131.8,0,
41.7,138.4,19.8,9.7,4.9,146.2,1,
41.8,128.4,14.4,7.5,6.7,133.8,1,
41.8,163.7,20.6,5.3,5.9,169.0,1,
42.0,135.1,9.3,11.1,5.5,136.3,0,
42.0,141.9,9.8,7.2,5.8,142.7,1,
42.0,144.0,19.2,7.6,5.2,149.8,1,
42.1,124.6,0.4,9.5,6.9,121.7,1,
42.1,149.1,11.2,7.3,6.4,149.2,1,
42.3,132.0,11.2,8.5,4.7,136.9,1,
42.4,139.2,3.8,5.7,4.7,138.0,1,
42.5,159.8,17.4,7.5,5.1,167.6,1,
42.7,129.3,9.1,8.4,8.2,129.5,0,
42.8,140.9,14.9,12.0,5.6,141.6,1,
42.8,145.6,24.7,10.8,5.9,150.7,1,
42.8,155.7,11.1,8.7,6.5,155.3,1,
42.9,155.2,23.1,8.1,4.0,161.1,0,
43.0,132.6,4.5,11.5,6.5,133.3,0,
43.1,133.4,4.3,12.4,6.3,138.9,1,
43.2,148.6,19.2,8.2,3.2,154.2,0,
43.3,130.6,4.9,9.3,6.5,135.9,0,
43.3,150.6,17.0,6.3,4.5,156.1,0,
43.5,139.4,9.2,9.7,4.6,137.3,1,
43.6,147.1,10.3,13.5,5.6,149.7,1,
43.6,149.7,8.8,11.4,5.8,154.1,1,
43.7,149.4,3.4,8.3,6.8,150.8,0,
43.8,156.4,19.6,9.0,5.0,159.0,0,
44.0,147.1,22.3,6.4,6.5,155.2,0,
44.1,159.2,9.7,11.8,6.2,165.9,1,
44.2,137.9,11.9,10.6,3.8,137.7,1,
44.2,155.6,23.7,9.9,5.0,162.1,0,
44.4,133.2,8.6,9.8,8.2,138.1,0,
44.5,137.0,18.2,11.1,5.1,144.4,1,
44.5,144.7,13.7,6.2,4.7,150.2,0,
44.6,141.8,13.3,16.3,6.0,142.6,1,
44.7,154.4,2.6,8.6,6.5,157.5,1,
44.9,148.1,5.0,11.4,5.4,150.7,1,
45.0,132.3,7.3,10.0,5.3,133.9,0,
45.0,137.5,24.4,6.9,4.5,145.4,1,
45.1,150.7,11.6,11.5,6.9,153.6,0,
45.2,139.4,15.2,2.7,5.9,145.5,0,
45.5,132.1,14.1,6.1,5.9,135.7,1,
45.6,128.4,5.0,10.3,5.7,126.9,1,
45.7,144.2,14.4,6.3,6.2,149.6,0,
45.7,147.8,22.4,7.9,4.3,153.7,0,
45.7,148.8,17.7,8.4,4.9,156.5,0,
45.9,140.1,9.0,10.5,5.4,143.1,1,
46.2,146.4,10.6,10.4,4.1,148.2,1,
46.3,138.8,6.0,8.1,4.9,139.8,1,
46.4,131.3,13.6,10.3,6.5,136.4,1,
46.5,133.9,6.1,12.6,6.0,136.2,0,
46.5,152.6,10.9,7.5,7.1,158.5,1,
46.6,147.8,19.4,10.1,5.9,154.1,1,
46.6,151.7,21.7,7.4,5.8,156.2,1,
46.7,145.9,12.3,9.4,5.4,148.2,1,
46.7,149.0,6.4,10.9,5.4,150.0,1,
46.7,156.0,12.9,11.0,6.2,156.8,1,
46.8,142.5,18.2,8.7,5.4,144.2,0,
46.9,148.1,19.7,7.7,5.2,152.5,0,
47.0,138.6,20.2,7.6,6.5,144.5,1,
47.1,134.4,8.7,14.0,4.7,136.3,0,
47.1,137.3,13.5,9.8,7.6,137.5,0,
47.1,149.1,11.5,11.3,6.7,147.7,1,
47.2,149.1,16.6,10.1,4.3,154.8,1,
47.3,148.7,15.7,9.1,7.2,152.4,0,
47.5,152.6,12.1,9.3,5.0,151.8,1,
47.5,156.5,11.2,7.6,6.1,161.5,0,
47.6,145.9,17.0,7.7,5.7,152.8,1,
47.7,149.7,21.4,6.4,4.3,158.8,1,
47.8,127.7,4.6,11.0,7.6,129.1,0,
47.9,148.3,7.5,10.6,8.0,150.9,0,
47.9,151.7,4.1,9.0,7.2,152.7,0,
47.9,152.2,14.0,6.3,4.6,156.8,0,
48.0,138.3,16.2,9.1,4.2,142.4,0,
48.0,153.6,24.4,5.0,6.4,159.5,0,
48.1,138.8,23.8,7.7,4.3,147.1,0,
48.1,143.5,13.2,7.5,5.5,144.6,1,
48.1,154.7,8.5,11.6,5.7,157.6,1,
48.2,141.4,8.9,10.0,5.6,142.9,1,
48.3,142.2,28.7,9.7,3.0,149.4,0,
48.3,142.4,17.9,7.6,4.4,148.4,1,
48.5,144.5,11.9,9.9,5.4,145.4,1,
48.5,155.9,4.8,5.3,5.5,162.2,0,
48.7,153.5,14.5,5.9,4.9,159.1,0,
48.8,148.6,21.0,4.2,7.0,152.1,0,
48.9,137.5,9.5,11.5,4.3,138.2,1,
48.9,148.1,0.5,11.6,6.7,148.3,1,
49.0,126.9,8.3,6.5,7.2,131.9,1,
49.0,144.1,4.4,6.8,5.1,143.4,1,
49.1,152.6,17.4,7.9,6.4,160.6,1,
49.1,153.7,8.5,6.5,5.6,160.7,0,
49.2,152.2,11.5,12.0,5.8,155.0,1,
49.2,152.6,7.2,8.5,5.2,154.9,1,
49.3,138.4,12.0,4.9,4.1,145.6,0,
49.3,159.6,20.9,7.6,5.1,166.8,1,
49.5,134.4,4.1,9.2,5.1,136.3,0,
49.6,131.8,11.5,8.2,3.7,139.1,0,
49.6,136.5,7.1,9.6,4.4,138.9,0,
49.6,167.5,17.5,8.0,6.8,172.4,0,
50.0,146.3,13.8,5.6,5.5,151.0,0,
50.0,156.2,8.9,12.5,4.4,159.7,1,
50.1,138.8,8.1,10.8,5.8,140.6,1,
50.1,156.2,12.5,8.5,6.4,156.7,1,
50.1,157.0,17.5,8.5,5.8,159.1,0,
50.3,130.6,8.7,10.4,3.2,136.2,1,
50.5,134.7,11.4,3.9,4.7,138.9,0,
50.5,135.4,5.8,10.9,6.6,137.4,0,
50.6,151.8,12.8,9.7,6.5,160.0,0,
50.7,144.6,23.8,8.1,3.0,151.5,1,
50.8,132.5,12.2,8.6,3.8,135.6,0,
50.9,142.0,23.6,8.1,4.6,149.1,1,
51.0,141.6,14.8,10.8,6.2,140.5,1,
51.2,153.5,20.2,7.2,5.5,153.4,0,
51.2,157.7,21.0,7.4,4.5,165.3,1,
51.4,140.7,18.4,8.0,5.7,145.9,1,
51.5,147.2,16.9,5.7,5.6,154.9,1,
51.7,134.2,10.7,6.4,4.7,142.8,0,
51.8,156.7,24.2,6.5,5.1,163.5,1,
51.9,165.7,23.5,9.2,3.8,172.7,0,
52.0,150.9,17.5,6.4,4.8,158.4,1,
52.0,172.6,19.9,8.5,3.4,181.2,1,
52.3,155.9,0.7,6.4,5.0,157.5,1,
52.5,142.3,20.6,9.9,7.3,147.5,1,
52.8,127.7,13.8,7.2,4.4,134.5,0,
53.1,147.0,16.7,7.6,3.7,152.5,0,
53.2,143.4,14.4,12.2,5.8,142.5,1,
53.3,163.2,18.4,5.9,5.1,170.3,0,
53.4,134.4,3.4,10.5,6.9,133.0,0,
53.4,145.0,10.3,10.5,6.9,146.9,0,
53.4,150.3,9.5,6.4,5.7,155.0,0,
53.4,160.0,22.9,4.7,3.8,168.1,0,
53.5,150.4,12.8,8.8,5.3,151.9,1,
53.5,161.8,16.2,9.5,5.4,166.8,1,
53.7,140.6,12.3,9.8,6.8,145.9,1,
53.7,149.9,19.9,7.7,4.5,156.1,1,
53.8,143.6,13.2,7.2,3.7,149.9,0,
53.8,150.8,24.2,9.4,4.6,157.3,0,
53.9,129.8,9.5,7.6,5.1,139.9,1,
53.9,159.9,17.6,10.1,5.8,166.9,1,
53.9,161.9,13.8,11.0,3.8,168.5,0,
54.0,163.6,15.4,8.4,6.3,166.7,0,
54.1,153.2,8.8,9.8,6.4,156.2,1,
54.2,146.8,16.2,7.9,5.1,153.5,0,
54.2,154.4,4.3,9.6,4.5,157.0,1,
54.4,144.1,17.6,10.1,4.6,149.8,1,
54.4,148.0,9.4,12.5,5.1,149.8,1,
54.5,151.8,16.9,8.6,5.7,159.6,1,
54.5,154.8,16.6,9.8,6.5,159.1,1,
54.6,127.1,9.9,7.1,3.2,134.1,0,
54.9,155.4,20.7,6.8,4.5,161.2,0,
55.0,146.8,16.6,8.8,6.0,147.9,1,
55.2,127.4,13.7,10.5,5.5,132.0,1,
55.4,147.7,5.2,10.6,5.1,151.6,1,
55.4,160.0,16.7,8.1,5.6,164.2,1,
55.5,169.0,4.1,11.8,6.4,171.9,1,
55.7,133.7,14.7,7.3,5.4,139.5,1,
55.8,143.3,6.3,10.2,7.0,147.9,0,
55.9,147.7,-2.3,6.3,4.4,153.2,1,
55.9,161.8,17.4,9.1,4.7,169.0,1,
55.9,162.3,20.1,7.5,5.5,167.7,1,
56.0,151.7,17.8,5.3,7.8,156.7,0,
56.0,152.9,13.9,10.0,5.4,157.9,0,
56.1,141.8,28.2,5.5,4.7,149.3,1,
56.4,141.8,22.6,9.1,5.7,147.1,1,
56.7,143.4,14.9,7.3,5.4,150.4,0,
56.9,144.2,18.9,8.4,5.4,149.1,0,
57.3,139.4,14.5,8.8,4.4,146.5,0,
57.4,152.0,11.5,6.4,5.5,156.5,0,
57.4,170.7,22.3,6.8,4.2,179.5,1,
57.6,124.1,14.4,5.8,3.3,128.7,1,
57.6,157.1,19.0,11.0,3.7,162.8,0,
57.7,156.0,0.9,8.1,4.8,156.1,1,
57.7,164.0,18.1,9.6,5.0,167.9,1,
57.8,118.1,12.0,6.5,4.4,121.5,0,
58.1,129.1,15.7,4.9,5.4,133.0,1,
58.5,139.1,23.6,9.5,5.6,143.7,1,
58.6,130.1,11.5,9.2,4.7,133.5,0,
58.8,149.3,19.0,9.0,4.3,155.0,1,
59.0,137.1,3.5,11.9,7.2,136.4,0,
59.1,160.3,6.2,9.7,6.9,162.0,1,
59.2,159.4,12.5,5.6,5.9,162.7,0,
59.3,135.4,17.9,7.3,6.5,139.2,0,
59.3,151.7,23.7,7.1,3.9,157.0,1,
59.4,155.7,10.1,6.3,4.1,161.9,0,
59.4,164.5,15.4,7.0,4.2,171.6,0,
59.5,150.8,4.9,11.7,5.2,153.5,1,
59.6,157.5,26.9,6.6,7.1,161.2,0,
59.7,157.8,24.5,7.4,5.1,164.9,1,
59.9,169.7,10.7,7.3,5.7,174.5,0,
60.1,139.9,7.3,9.3,6.1,142.7,1,
60.3,132.6,11.0,10.9,3.8,139.1,1,
60.3,142.9,13.0,7.4,4.6,148.1,0,
60.3,152.3,16.7,8.6,5.6,158.8,0,
60.5,127.8,9.6,8.2,5.5,133.1,1,
60.5,153.7,24.5,7.8,3.9,157.4,1,
60.5,165.0,13.6,9.1,6.7,167.7,1,
60.8,160.4,18.7,8.0,6.2,168.1,0,
60.8,168.9,0.1,10.8,5.6,171.1,1,
61.3,148.9,23.6,7.0,5.1,156.5,0,
61.3,150.1,8.1,11.6,4.8,150.6,1,
61.6,143.6,21.2,9.5,4.8,152.0,1,
61.7,151.3,8.0,8.8,5.7,150.0,1,
62.4,149.0,20.2,8.6,4.9,153.8,0,
62.5,130.7,16.1,9.6,5.5,136.4,0,
62.5,155.1,14.5,6.9,4.8,158.6,0,
62.6,167.1,8.2,10.8,7.2,168.8,1,
62.9,139.1,18.2,6.1,3.9,145.7,1,
63.0,161.3,16.3,5.9,5.4,167.3,0,
63.3,160.8,18.9,6.8,4.7,165.0,1,
63.4,148.2,21.4,7.6,2.7,153.0,0,
64.1,156.1,16.5,7.5,6.9,163.2,1,
64.2,136.6,15.4,5.7,4.4,141.6,1,
64.3,137.6,28.7,7.8,4.7,144.7,1,
64.3,147.9,10.0,9.5,7.5,146.8,1,
64.4,162.2,13.4,8.2,5.6,164.3,1,
64.4,164.8,19.4,8.0,5.8,169.4,0,
64.9,157.6,25.8,8.5,5.6,162.3,1,
65.0,145.6,14.5,7.3,4.8,150.1,0,
65.0,157.2,22.5,6.0,5.7,162.5,0,
65.0,161.4,10.4,8.6,5.5,168.3,0,
65.0,174.8,15.9,10.9,5.4,181.1,1,
65.5,148.7,13.0,8.0,5.9,153.8,0,
65.5,161.9,18.0,7.5,4.4,169.6,0,
66.8,153.3,12.4,5.7,6.4,158.1,0,
67.7,157.3,9.3,14.4,6.3,161.1,1,
68.1,134.0,12.0,10.2,5.1,140.2,1,
70.3,165.2,22.0,10.2,4.3,172.4,1,
70.4,152.9,25.4,7.6,6.2,159.0,0,
74.3,156.9,16.6,8.1,3.0,161.5,1,
